title,location,type,bed,bath,area,price
"A Flat Can Be Found In Uttara For Rent, Near Radical Hospitals","Sector 12, Uttara, Dhaka",Apartment,3,2,900 sqft,20 Thousand
1200 Square Feet Apartment With 2 Bedrooms Is Ready For Rent In Uttara-7,"Sector 7, Uttara, Dhaka",Apartment,2,2,"1,200 sqft",25 Thousand
1200 Sq Ft Apartment Is Now Vacant To Rent In Mirpur 12,"Block E, Section 12, Mirpur, Dhaka",Apartment,3,3,"1,200 sqft",20 Thousand
Ready 1200 Sq Ft Beautiful Apartment Is Now To Rent In Mirpur 12,"Block E, Section 12, Mirpur, Dhaka",Apartment,3,3,"1,200 sqft",20 Thousand
"At Mirpur, Flat For Rent Close To City Bank, Road No 6","Block E, Section 12, Mirpur, Dhaka",Apartment,2,2,650 sqft,12 Thousand
"2 Bedroom, 2 Bathroom Apartment With A View Is Up For Rent Nearby Ibrahimpur Bazar Jame Masjid.","North Ibrahimpur, Ibrahimpur, Dhaka",Apartment,2,2,"1,050 sqft",16 Thousand
Ready Flat 1450 Sq Ft Is Now To Rent In Cantonment,"Cantonment, Dhaka",Apartment,3,3,"1,450 sqft",20 Thousand
Worthy 950 Sq Ft Nice Home Is Ready To Rent At Ibrahimpur,"North Ibrahimpur, Ibrahimpur, Dhaka",Apartment,3,2,950 sqft,15 Thousand
View This 650 Sq Ft Flat For Rent In Ibrahimmpur,"North Ibrahimpur, Ibrahimpur, Dhaka",Apartment,2,1,650 sqft,10.5 Thousand
This 820 Sq. Ft Apartment Is Vacant For Rent In The Location Of Katashur .,"Dhaka Real Estate, Katashur, Mohammadpur, Dhaka",Apartment,3,2,820 sqft,16 Thousand
1550 Sq Ft Ready Flat For Rent In Uttara 4.,"Sector 4, Uttara, Dhaka",Apartment,3,3,"1,550 sqft",35 Thousand
Nice 1338 SQ FT home is available to Rent in Mirpur 12,"Section 12, Mirpur, Dhaka",Apartment,3,3,"1,338 sqft",22 Thousand
1338 Sq Ft Apartment Is Now Vacant To Rent In Mirpur Section 12.,"Section 12, Mirpur, Dhaka",Apartment,3,3,"1,338 sqft",22 Thousand
A Beautiful Apartment For Rent Is All Set For You In Uttara Nearby Lab One Hospital,"Sector 14, Uttara, Dhaka",Apartment,2,2,800 sqft,19 Thousand
Well-constructed 1300 SQ FT flat is now offering to you in East Kazipara for rent,"East Kazipara, Mirpur, Dhaka",Apartment,3,3,"1,300 sqft",18 Thousand
"Great News! In The Suitable Location Of Mirpur 1, An Eye-catching House Of 1100 Sq Ft Is Up For Rent","Block E, Section 1, Mirpur, Dhaka",Apartment,3,3,"1,100 sqft",16 Thousand
2250 Square Feet Residential Apartment Is Available For Rent In Bashundhara R-a Close To Mehedi Mart,"Block D, Bashundhara R-A, Dhaka",Apartment,4,4,"2,250 sqft",55 Thousand
This Home Including 3 Bedroom Is Now Available For Rent In North Ibrahimpur,"North Ibrahimpur, Ibrahimpur, Dhaka",Apartment,3,3,"1,100 sqft",20 Thousand
Grab This Flat Up For Rent In Mirpur Near Popular Diagnostic Center,"Block A, Section 6, Mirpur, Dhaka",Apartment,3,3,"1,250 sqft",22 Thousand
Properly Designed This 1150 Sq Ft Home Is Now Up For Rent In East Shewrapara,"Mirpur, Dhaka",Apartment,3,3,"1,150 sqft",16 Thousand
Ready 1500 SQ FT apartment is now to Rent in Kallyanpur,"Kallyanpur, Mirpur, Dhaka",Apartment,3,3,"1,500 sqft",17 Thousand
"For Rental Purpose, 1400 Sq Ft Flat Is Now In Bashundhara R-a Close To Ebenzer International School","Block G, Bashundhara R-A, Dhaka",Apartment,4,3,"1,400 sqft",25 Thousand
2100 Sq Ft Residential Flat For Rent In Baridhara-11,"Block K, Baridhara, Dhaka",Apartment,3,3,"2,100 sqft",60 Thousand
Consider moving into this apartment of 800 SQ FT in Bashundhara R-A for rent,"Block J, Bashundhara R-A, Dhaka",Apartment,2,2,800 sqft,20 Thousand
Amazing 1800 Sq Ft Apartment Is Ready For Rent In West Dhanmondi,"Dhanmondi, Dhaka",Apartment,3,4,"1,800 sqft",55 Thousand
Visit this duplex for rent of 6400 SQ FT in Gulshan 1 near America Bangladesh University,"Gulshan 1, Gulshan, Dhaka",Duplex,6,8,"6,400 sqft",3 Lakh
A Lovely Residence Of 1100 Sq Ft In Gandaria Is For Rent In A Wonderful Neighborhood.,"Gandaria, Sutrapur, Dhaka",Apartment,3,2,"1,100 sqft",18 Thousand
This Apartment Up For Rent Is At Bashundhara R-a Near Madinatul Ulum Madrasa Masjid,"Block J, Bashundhara R-A, Dhaka",Apartment,3,3,"1,200 sqft",20 Thousand
"At Banani, Road No 27 flat for Rent close to Banani Thana","Banani, Dhaka",Apartment,3,4,"2,200 sqft",1.1 Lakh
4000 Square Feet Apartment For Rent In The Nice Locality Of Gulshan 1,"Gulshan 1, Gulshan, Dhaka",Apartment,4,4,"4,000 sqft",2 Lakh
An Affordable 800 Sq Ft Flat Is Available For Rent At Middle Monipur,"Mirpur, Dhaka",Apartment,2,2,800 sqft,14.5 Thousand
"Grab This Nice 800 Sq Ft Flat In Senpara Parbata Ln, To Fulfill Your Desire","East Kazipara, Mirpur, Dhaka",Apartment,2,2,800 sqft,13 Thousand
Nice 1300 Sq. Ft. Flat Is Available To Rent In Bashundhara R-a Close To Southeast Bank Limited,"Block D, Bashundhara R-A, Dhaka",Apartment,3,3,"1,300 sqft",40 Thousand
Select Your Desired Residence At This Tasteful 3 Bedroom Flat Which Is Ready To Rent At Bashundhara R/a,"Block G, Bashundhara R-A, Dhaka",Apartment,3,3,"1,500 sqft",35 Thousand
Offering you 1600 SQ FT flat to Rent in Mirpur 12,"Block B, Section 12, Mirpur, Dhaka",Apartment,4,3,"1,600 sqft",25 Thousand
"1300 Sq Ft Flat With 3 Bedrooms For Rent In East Kazipara, Mirpur","East Kazipara, Mirpur, Dhaka",Apartment,3,3,"1,300 sqft",18 Thousand
A 1680 Sq Ft Nice Apartment Is Now Ready To Rent At Rupnagar R/a,"Rupnagar R/A, Mirpur, Dhaka",Apartment,3,3,"1,680 sqft",16 Thousand
A Well-constructed 1680 Sq Ft Apartment Is Ready To Rent In Rupnagar R/a,"Rupnagar R/A, Mirpur, Dhaka",Apartment,3,3,"1,680 sqft",16 Thousand
Affordable and nice flat is up for rent in Rupnagar R/A which is 1680 SQ FT,"Rupnagar R/A, Mirpur, Dhaka",Apartment,3,3,"1,680 sqft",16 Thousand
"950 Square Feet Great Apartment Is For Rent In Mirpur, West Monipur","West Monipur, Mirpur, Dhaka",Apartment,2,2,950 sqft,16 Thousand
A Nicely Planned & Spacious 1800 Sq Ft Flat Is Up For Rent In Uttara Near Uttara University,"Sector 6, Uttara, Dhaka",Apartment,3,3,"1,800 sqft",37 Thousand
Properly Designed This 2400 Sq Ft Flat Is Now Up For Rent In Bashundhara R-a,"Block J, Bashundhara R-A, Dhaka",Apartment,4,4,"2,400 sqft",40 Thousand
Your Desirable Cozy Flat Of 650 Sq Ft Is Ready For Rent In Mirpur 13,"Section 13, Mirpur, Dhaka",Apartment,2,1,650 sqft,10.5 Thousand
Well Designed Apartment for rent in Gulshan near Gulshan Bridge Bus Stop,"Gulshan 1, Gulshan, Dhaka",Apartment,4,4,"3,159 sqft",1.3 Lakh
A Well Defined Flat Is Now Vacant To Rent In Middle Monipur With Satisfactory Price.,"Middle Monipur, Mirpur, Dhaka",Apartment,3,2,"1,100 sqft",15 Thousand
"Get this 2500 SQ FT residential flat vacant for rent at Bashundhara R-A, Block D","Block D, Bashundhara R-A, Dhaka",Apartment,4,5,"2,500 sqft",60 Thousand
A Very Affordable 800 Sq Ft Flat With Good Transportation Availability Is For Rent In Mirpur 13,"Section 13, Mirpur, Dhaka",Apartment,2,2,800 sqft,12 Thousand
Get Ready For Your Countless Peaceful Days By Renting This 1700 Sq Ft Flat At West Dhanmondi.,"Dhanmondi, Dhaka",Apartment,3,4,"1,700 sqft",50 Thousand
1680 Sq Ft Flat Is Now To Rent Which Is In Rupnagar R/a,"Rupnagar R/A, Mirpur, Dhaka",Apartment,3,3,"1,680 sqft",16 Thousand
For You 1600 Sq Ft Flat Is Now For Rent Near To Dcc In Mirpur 12,"Block B, Section 12, Mirpur, Dhaka",Apartment,4,3,"1,600 sqft",25 Thousand
1250 Square Feet Modern Residential Apartment For Rent At South Banasree Project,"Block K, South Banasree Project, Banasree, Dhaka",Apartment,3,2,"1,250 sqft",25 Thousand
Grab Your New Home At This 900 Sq Ft Flat For Rent In Uttara Sec 14,"Sector 14, Uttara, Dhaka",Apartment,2,2,900 sqft,17 Thousand
Well-constructed 2000 Sq. Ft Flat Is Ready For Rent At Uttara Very Close To International Education Center.,"Sector 7, Uttara, Dhaka",Apartment,3,3,"2,000 sqft",36 Thousand
A comfortable 1250 SQ FT flat is here for rent in Hatirpool near Dhanmondi High School,"Hatirpool, Dhaka",Apartment,3,3,"1,250 sqft",27 Thousand
"Close To Pubali Bank Limited, An Apartment Of 1050 Sq. Ft. For Rent Is Available In Patharghata","Patharghata, Kotwali, Chattogram",Apartment,3,3,"1,050 sqft",20 Thousand
Amazing 2400 Sq Ft Flat Is Up For Rent At Bashundhara R-A,"Block J, Bashundhara R-A, Dhaka",Apartment,4,4,"2,400 sqft",40 Thousand
In Mirpur This Flat Is Up For Rent Which Is 800 Sq Ft,"Block D, Section 6, Mirpur, Dhaka",Apartment,2,2,800 sqft,15 Thousand
At Mirpur Flat For Rent Close To Benaroshi Palli,"Block A, Section 10, Mirpur, Dhaka",Apartment,3,3,"1,243 sqft",23 Thousand
3 Bedroom Nice Flat In South Monipur Is Now For Rent Near By Molla Para Wasa Pump.,"South Monipur, Mirpur, Dhaka",Apartment,3,2,"1,100 sqft",17 Thousand
"Apartment For Rent In Mirpur, Near Kuwaiti Mosque","Ahmed Nagar, Mirpur, Dhaka",Apartment,3,2,"1,035 sqft",15 Thousand
"At Nobodoy Housing Society, Home For Rent Close To Mohammadpur Thana","Block B, Nobodoy Housing Society, Mohammadpur, Dhaka",Apartment,3,3,"1,250 sqft",17 Thousand
"Start Residing In This 850 Sq Ft Properly Developed Flat For Rent, In North Ibrahimpur.","Ibrahimpur, Dhaka",Apartment,2,2,850 sqft,14 Thousand
Flat for Rent in Bashundhara R-A near NSU,"Block F, Bashundhara R-A, Dhaka",Apartment,3,4,"2,250 sqft",40 Thousand
Cozy Residential Apartment Is Waiting For Rent In North Ibrahimpur Which Is 1100 Sq Ft,"North Ibrahimpur, Ibrahimpur, Dhaka",Apartment,3,3,"1,100 sqft",20 Thousand
An Elegant Flat Of 2400 Sq Ft Is Available For Rent In Uttara Nearby Uttara High School And College,"Sector 7, Uttara, Dhaka",Apartment,4,5,"2,400 sqft",60 Thousand
Take This 1400 Sq Ft Residential Flat Is Vacant For Rent At Bashundhara R/a,"Block G, Bashundhara R-A, Dhaka",Apartment,3,3,"1,400 sqft",26 Thousand
1300 Sq Ft Properly Constructed Flat For Rent In Tolarbag,"Section 1, Mirpur, Dhaka",Apartment,3,3,"1,300 sqft",20 Thousand
A Great 1805 Sq Ft Residence For Renting Purposes Is Available In Cantonment,"Cantonment, Dhaka",Apartment,3,3,"1,805 sqft",25 Thousand
In An Urban Location This 4 Bedroom Home Is Vacant For Rent In Baridhara - Block K .,"Block K, Baridhara, Dhaka",Apartment,4,4,"3,000 sqft",1.6 Lakh
"Grab This 750 Sq Ft Flat Ready To Rent In Mirpur-6, Block C","Block C, Section 6, Mirpur, Dhaka",Apartment,3,2,750 sqft,16 Thousand
A Decent 2500 Sq Ft Flat Which Is Near To International Organization For Migration Is Now For Rent In Gulshan 1,"Gulshan 1, Gulshan, Dhaka",Apartment,3,3,"2,500 sqft",1.2 Lakh
"Looking For A Bigger Place? Try Us, As We Have This 970 Sq Ft Apartment Ready For Rent At Mirpur, Near Bashir Uddin Adarsha School And College","Shah Ali Bag, Section 1, Mirpur, Dhaka",Apartment,2,2,970 sqft,13 Thousand
"Make This 650 Sq Ft Home Your Next Residing Location, Which Is Up To Rent In Mohammadpur","Mohammadpur, Dhaka",Apartment,2,1,650 sqft,12.5 Thousand
"Check Out This 1500 Sq Ft Apartment Ready For Rent At North Tolarbag, Mirpur-1","Tolarbag, Section 1, Mirpur, Dhaka",Apartment,3,3,"1,500 sqft",23 Thousand
1426 Sq Ft Residential Apartment Is Prepared To Get Rent At Halishahar Nearby Bgb Hall,"Road No 1, Block H, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",Apartment,3,3,"1,426 sqft",20 Thousand
1300 Square Feet Amazing Residential Apartment For Rent Close To Khulshi Police Station.,"Khulshi, Chattogram",Apartment,3,3,"1,300 sqft",25 Thousand
Duplex Flat For Rent In Bashundhara R-a Near North South University,"Block F, Bashundhara R-A, Dhaka",Duplex,4,5,"3,000 sqft",1 Lakh
1550 Square Feet Residential Apartment Is Up For Rent In Bashundhara,"Block D, Bashundhara R-A, Dhaka",Apartment,3,4,"1,550 sqft",34 Thousand
Next To Agrani Bank Limited This Ready And Comfortable 2000 Square Feet Apartment Is Up For Rent At Uttara -6 .,"Sector 6, Uttara, Dhaka",Apartment,3,4,"2,000 sqft",50 Thousand
Contact Us To Get 1400 Sq Ft Flat Which Is Now Available In Uttara 3 For Rent,"Sector 3, Uttara, Dhaka",Apartment,3,2,"1,400 sqft",25 Thousand
"A 800 Sq Ft Home Is Available For Rent At Pc Culture Housing, With An Affordable Deal","PC Culture Housing, Mohammadpur, Dhaka",Apartment,2,2,800 sqft,16 Thousand
Near City Bank Flat For Rent In Gulshan-2,"Gulshan 2, Gulshan, Dhaka",Apartment,3,4,"2,400 sqft",1.5 Lakh
In Rayer Bazaar 750 Sq Ft Apartment Can Be Found To Rent Near Rayer Bazar High School,"Rayer Bazaar, Hazaribag, Dhaka",Apartment,2,2,750 sqft,14 Thousand
Convenient Residential Apartment For Rent In Bagmoniram Ward Is For Rent,"Amirbag Residential Area, 15 No. Bagmoniram Ward, Chattogram",Apartment,4,5,"2,600 sqft",55 Thousand
See This Apartment Up For Rent In Mirpur Near Mirpur Section 13 Central Masjid,"Section 13, Mirpur, Dhaka",Apartment,2,1,600 sqft,10 Thousand
Completely Organised 3-Bedroom Residence Is Up For Rent In Uttara 3.,"Sector 3, Uttara, Dhaka",Apartment,3,3,"1,950 sqft",50 Thousand
Your Desired 3-Bedroom Apartment In Baridhara Is Now Available For Rent,"Block K, Baridhara, Dhaka",Apartment,3,3,"2,300 sqft",75 Thousand
Exquisite Flat For Rent In Baridhara Near Baridhara Jameh Masjid,"Block K, Baridhara, Dhaka",Apartment,3,3,"2,300 sqft",75 Thousand
In Mirpur 1140 Sq. Ft. Flat Is Ready For Rent,"Senpara Parbata, Section 10, Mirpur, Dhaka",Apartment,3,2,"1,140 sqft",17 Thousand
"View This 1650 Square Feet Apartment For Rent In Mirpur, Pallabi","Eastern Pallabi, Pallabi, Mirpur, Dhaka",Apartment,4,3,"1,650 sqft",35 Thousand
"An Apartment Is Ready For Rent At Dhanmondi , Near Chartered University College.","Dhanmondi, Dhaka",Apartment,3,4,"1,895 sqft",43 Thousand
Attractively Constructed Apartment For Rent At Nasirabad Housing Society Nearby Sunshine Grammar School & College,"Nasirabad Housing Society, Muradpur, Chattogram",Apartment,3,3,"1,800 sqft",30 Thousand
"2450 Sq Ft Decent Flat For Rent In Bashundhara R-a, Block K","Block K, Bashundhara R-A, Dhaka",Apartment,4,4,"2,450 sqft",30 Thousand
2300 Square Feet Apartment Is For Rent In The Soothing Locality Of Uttara-6,"Sector 6, Uttara, Dhaka",Apartment,3,3,"2,300 sqft",60 Thousand
Take The Correct Decision Of Renting This 2300 Square Feet Apartment In Uttara-6,"Sector 6, Uttara, Dhaka",Apartment,3,3,"2,300 sqft",45 Thousand
"Visit This 650 Square Feet Apartment For Rent In Mirpur, Pallabi","Eastern Pallabi, Pallabi, Mirpur, Dhaka",Apartment,2,2,650 sqft,15 Thousand
"650 Sq Ft Residential Apartment With 2 Bedrooms For Rent In Mirpur, Pallabi","Eastern Pallabi, Pallabi, Mirpur, Dhaka",Apartment,2,2,650 sqft,15 Thousand
1800 Sq Ft Apartment With Great Features Is Ready To Rent In Mirpur-12,"Block B, Section 12, Mirpur, Dhaka",Apartment,3,4,"1,800 sqft",35 Thousand
Affordable And Nice Flat Is Up For Rent In Ibrahimpur Which Is 650 Sq Ft,"Ibrahimpur, Dhaka",Apartment,2,1,650 sqft,10 Thousand
Wonderful 850 Sq Ft Flat Is Available To Rent In North Ibrahimpur,"North Ibrahimpur, Ibrahimpur, Dhaka",Apartment,2,2,850 sqft,12 Thousand
Relax In This 1665 Sq Ft Apartment For Rent In Mirpur-2,"Block A, Section 2, Mirpur, Dhaka",Apartment,4,4,"1,665 sqft",35 Thousand
"750 Square Feet Pleasant Apartment Is For Rent In Mirpur, Middle Monipur","Middle Monipur, Mirpur, Dhaka",Apartment,2,2,750 sqft,13 Thousand
1350 Sq Ft Flat For Rent In The Nice Location Of Bashundhara R/a,"Block K, Bashundhara R-A, Dhaka",Apartment,3,3,"1,350 sqft",20 Thousand
A strongly built 650 SQ FT flat is available for rental purpose at Mirpur,"Block D, Section 12, Mirpur, Dhaka",Apartment,2,2,650 sqft,10 Thousand
Offering You A 2 Bedrooms Flat For Rent In West Kazipara Near Tmss Maternity Hospital,"West Kazipara, Mirpur, Dhaka",Apartment,2,2,950 sqft,15 Thousand
1250 Sq Ft Apartment With 3 Nice Bedrooms Is Ready To Rent In Mirpur-12,"Block A, Section 12, Mirpur, Dhaka",Apartment,3,2,"1,250 sqft",20 Thousand
2600 Sq Ft Spacious Flat Is Up For Rent In Banani,"Banani, Dhaka",Apartment,3,4,"2,600 sqft",75 Thousand
Grab This Lovely Flat For Rent In Bashundhara Close To Southeast Bank Limited Before It's Rented Out.,"Block D, Bashundhara R-A, Dhaka",Apartment,3,3,"1,300 sqft",40 Thousand
1300 Square Feet Residential Apartment For Rent Close To Oxford Foundation School In Bashundhara,"Block D, Bashundhara R-A, Dhaka",Apartment,3,3,"1,300 sqft",40 Thousand
Get This Cozy 1700 Sq Ft Flat For Rent In West Dhanmondi,"Dhanmondi, Dhaka",Apartment,3,4,"1,700 sqft",50 Thousand
Beautiful Apartment Covering An Area Of 2300 Sq Ft Is Up For Rent In Baridhara,"Block K, Baridhara, Dhaka",Apartment,3,3,"2,300 sqft",75 Thousand
Amazing 1800 Sq Ft Apartment Is Available For Rent In Dhanmondi,"Dhanmondi, Dhaka",Apartment,3,4,"1,800 sqft",55 Thousand
Check This Nice Flat For Rent At Banani Nearby Al-ghofily Medical Centre,"Banani, Dhaka",Apartment,3,4,"2,200 sqft",80 Thousand
"In The Location Of Bashundhara , 3 Bedroom Apartment Is Up To Rent Near Oxford Foundation School.","Block D, Bashundhara R-A, Dhaka",Apartment,3,3,"1,300 sqft",40 Thousand
3 Bedroom Flat Is Now Up To Rent In Bashundhara R-a Close To NSU,"Block G, Bashundhara R-A, Dhaka",Apartment,3,4,"1,750 sqft",30 Thousand
"Deal With This 1300 Sq Ft Flat For Rent In West Kazipara, Mirpur","West Kazipara, Mirpur, Dhaka",Apartment,3,3,"1,300 sqft",20 Thousand
An Apartment For Rent Is All Set For You To Settle In Katashur,"Mohammadpur, Dhaka",Apartment,3,3,"1,200 sqft",20 Thousand
Grab This Splendid Flat Of 1450 Sq Ft Located In A Noteworthy Location Of Baridhara-11,"Block K, Baridhara, Dhaka",Apartment,3,3,"1,450 sqft",90 Thousand
Grab This Nice 2100 Sq Ft Apartment For Rent In West Dhanmondi,"Dhanmondi, Dhaka",Apartment,3,4,"2,100 sqft",60 Thousand
Take The Deal Of Renting This 2100 Sq Ft Apartment In West Dhanmondi,"Dhanmondi, Dhaka",Apartment,3,4,"2,100 sqft",60 Thousand
Rent This 2100 Sq Ft Apartment In West Dhanmondi,"Dhanmondi, Dhaka",Apartment,3,4,"2,100 sqft",60 Thousand
"Create Your New Home In A 1200 Sq Ft Nice Furnished Flat For Rent In Uttara, Near Trust College","Sector 13, Uttara, Dhaka",Apartment,3,3,"1,200 sqft",40 Thousand
Nice 1300 Sq. Ft. Flat Is Available To Rent In Bashundhara R-a Close To NSU,"Block D, Bashundhara R-A, Dhaka",Apartment,3,3,"1,300 sqft",40 Thousand
"Reside Conveniently In This Well Constructed 3 Bedrooms Flat For Rent In Uttara, Near First Security Islami Bank Limited","Sector 10, Uttara, Dhaka",Apartment,3,3,"1,710 sqft",35 Thousand
2400 Sq Ft Flat Is Now Available To Rent Nearby Bank Alfalah In Gulshan,"Gulshan 1, Gulshan, Dhaka",Apartment,3,3,"2,400 sqft",1 Lakh
"At South Khulsi, A Flat Is Available For Rent Close To Ahle Hadis Jame Masjid","South Khulshi, Khulshi, Chattogram",Apartment,3,3,"1,700 sqft",32 Thousand
Get Ready To Rent This Ideally Maintained 2300 Sq Ft Apartment Located In Baridhara,"Block K, Baridhara, Dhaka",Apartment,3,3,"2,300 sqft",75 Thousand
Property In East Rampura Beside To Ayub Bag Jame Masjid – 1075 Sq Ft Flat For Rent,"East Rampura, Rampura, Dhaka",Apartment,2,2,"1,075 sqft",16 Thousand
A Nicely Constructed Apartment Of 1050 Sq Ft Can Be Found In Cantonment For Rent,"Vashantek, Cantonment, Dhaka",Apartment,3,2,"1,050 sqft",14 Thousand
Nice 1864 Sq Ft Apartment Is Available To Rent In South Khulshi,"Zakir Hossain Housing Society, South Khulshi, Khulshi, Chattogram",Apartment,3,3,"1,864 sqft",46 Thousand
In Kafrul Nearby High-tech Multicare Hospital Ready Flat Is Now For Rent,"Kafrul, Dhaka",Apartment,2,2,950 sqft,15 Thousand
"This Residence Is Up For Rent In Pashchim Para Road, West Kalachandpur","West Kalachandpur, Kalachandpur, Dhaka",Apartment,2,2,900 sqft,16 Thousand
"Available For Rental Purpose, This 1250 Sq. Ft. Apartment In Vashantek","Vashantek, Cantonment, Dhaka",Apartment,3,3,"1,250 sqft",20 Thousand
"Seize This 2450 Sq Ft Nice Flat For Rent In Bashundhara R-a, Block K","Block K, Bashundhara R-A, Dhaka",Apartment,4,4,"2,450 sqft",30 Thousand
A Nice Apartment Is Ready For Rent In Kathalbagan,"Kathalbagan, Dhaka",Apartment,3,2,"1,000 sqft",25 Thousand
"1500 Sq Ft Flat With 4 Bedrooms For Rent In West Vashantek, Cantonment","Vashantek, Cantonment, Dhaka",Apartment,4,3,"1,500 sqft",18 Thousand
"1100 Sq Ft Flat With Great Rooms For Rent In West Vasantek, Cantonment","Vashantek, Cantonment, Dhaka",Apartment,3,2,"1,100 sqft",16 Thousand
"Deal With This 1100 Sq Ft Flat Up For Rent In West Vashantek, Cantonment","Vashantek, Cantonment, Dhaka",Apartment,3,2,"1,100 sqft",16 Thousand
"A Home Of 1200 Sq Ft Is Awaiting You In Dhanmondi, Shukrabad","Dhanmondi, Dhaka",Apartment,2,2,"1,200 sqft",27 Thousand
"We Are Recommending You To Rent This 400 Square Feet Apartment In Mirpur, Middle Monipur","Middle Monipur, Mirpur, Dhaka",Apartment,1,1,400 sqft,8 Thousand
800 SQ FT nice apartment is now Vacant to rent in Mohammadpur,"Block A, Sat Masjid Housing, Mohammadpur, Dhaka",Apartment,2,2,800 sqft,13.5 Thousand
